,{U+0303}
A,Ã
a,ã
E,Ẽ
e,ẽ
I,Ĩ
i,ĩ
O,Õ
o,õ
U,Ũ
u,ũ
Y,Ỹ
y,ỹ
N,Ñ
n,ñ
V,Ṽ
v,ṽ
Ă,Ẵ
ă,ẵ
Â,Ẫ
â,ẫ
Ê,Ễ
ê,ễ
Ô,Ỗ
ô,ỗ
 ,˜
=,≅
-,≃
≠,≆
{+},⨤
