,>{U+0306}
A,Ă
a,ă
E,Ĕ
e,ĕ
O,Ŏ
o,ŏ
U,Ŭ
u,ŭ
G,Ğ
g,ğ
Ạ,Ặ
ạ,ặ
 {U+032f},꭛
{U+032f},꭛
 ,˘
