,>{U+0306},COMMENT
A,Ă,
a,ă,
E,Ĕ,
e,ĕ,
O,Ŏ,
o,ŏ,
U,Ŭ,
u,ŭ,
G,Ğ,
g,ğ,
Ạ,Ặ,
ạ,ặ,
ı,i̇̆,i + dot above + breve
[,꭛,
 {U+032f},꭛,
{U+032f},꭛,
 ,˘,
