,>{U+0308},
A,Ä,
a,ä,
E,Ë,
e,ë,
I,Ï,
i,ï,
O,Ö,
o,ö,
U,Ü,
u,ü,
Y,Ÿ,
y,ÿ,
W,Ẅ,
w,ẅ,
H,Ḧ,
h,ḧ,
t,ẗ,
X,Ẍ,
x,ẍ,
ı,i̇̈,i + Dot Above + Dieresis
Õ,Ṏ,
õ,ṏ,
Ū,Ṻ,
ū,ṻ,
-,⸚,
 ,¨,
