,>{U+0304},COMMENT
A,Ā,
a,ā,
E,Ē,
e,ē,
I,Ī,
i,ī,
O,Ō,
o,ō,
U,Ū,
u,ū,
Y,Ȳ,
y,ȳ,
G,Ḡ,
g,ḡ,
Æ,Ǣ,
æ,ǣ,
Ä,Ǟ,
ä,ǟ,
Ȧ,Ǡ,
ȧ,ǡ,
ı,i̇̄,i + Dot Above + Macron
Ö,Ȫ,
ö,ȫ,
Ȯ,Ȱ,
ȯ,ȱ,
Õ,Ȭ,
õ,ȭ,
Ü,Ǖ,
ü,ǖ,
Ḷ,Ḹ,
ḷ,ḹ,
Ṛ,Ṝ,
ṛ,ṝ,
=,≡,not a macron
{+},∓,not a macron
 ,¯,
{U+0300},{U+1dc5},Grave + Macron = Low-to-Mid Rising Tone
{U+0301},{U+1dc7},Acute + Macron = High-to-Mid Falling Tone
